longitude,latitude,sqft_living,total_bedrooms,population,price,ocean_proximity,yr_changed
-121.28,37.94,2806,2.0,2268,57700,0,1983
-121.29,37.93,2488,2.0,1854,59100,0,1986
-121.29,37.93,1438,1.0,1294,61800,0,1999
-121.28,37.93,1491,1.0,1223,67800,0,2000
-121.28,37.92,1061,1.0,851,61600,0,1993
-121.29,37.92,1096,1.0,1175,73100,0,2011
-121.28,37.91,820,1.0,576,65900,0,1992
-121.31,37.93,1556,1.0,1140,81400,0,2002
-121.3,37.92,3308,3.0,3201,73900,0,1995
-121.24,37.98,450,1.0,236,80400,0,1990
-121.24,37.97,886,1.0,517,67200,0,1976
-121.24,37.96,1175,1.0,951,57700,0,1986
-121.23,37.96,2351,2.0,1591,57200,0,1986
-121.23,37.96,2204,1.0,1277,59200,0,1979
-121.23,37.95,811,1.0,514,89200,0,1987
-121.22,37.97,1514,1.0,1121,58400,0,1986
-121.22,37.96,1737,1.0,1177,56400,0,1993
-121.22,37.96,1484,1.0,1163,72100,0,1992
-121.25,37.92,2109,1.0,1742,66000,0,2004
-121.23,37.92,590,1.0,315,85700,0,1995
-121.36,38.0,4535,3.0,1562,225800,0,2006
-121.35,38.0,3564,2.0,1539,152400,0,2001
-121.35,38.0,1649,1.0,732,123800,0,2017
-121.37,38.01,2430,1.0,1016,242000,0,2008
-121.35,38.01,2682,2.0,1520,94400,0,2008
-121.36,38.01,926,1.0,451,173300,0,2007
-121.36,38.01,2178,2.0,1192,87100,0,2007
-121.36,38.01,1080,1.0,507,166900,0,2007
-121.34,38.01,2033,1.0,1114,175000,0,2006
-121.33,38.01,1612,1.0,630,155100,0,1996
-121.34,38.0,3877,2.0,1642,129200,0,1991
-121.33,38.0,4474,3.0,2177,98900,0,1991
-121.33,38.01,1383,1.0,531,151900,0,1987
-121.32,38.01,1903,1.0,919,96400,0,2003
-121.32,38.01,391,1.0,171,102800,0,1987
-121.32,38.0,1795,1.0,1114,101500,0,2002
-121.32,38.0,2105,2.0,781,87500,0,2001
-121.33,38.0,3731,3.0,1679,119600,0,2009
-121.33,37.99,4472,4.0,1837,175900,0,2008
-121.34,37.99,4487,3.0,2195,194600,0,2012
-121.34,37.99,3111,1.0,1178,234700,0,2009
-121.31,37.99,3103,3.0,3061,110300,0,2008
-121.32,37.98,1591,2.0,1916,94600,0,2003
-121.33,37.98,2370,1.0,1129,176500,0,2014
-121.33,37.98,1564,1.0,643,150000,0,2013
-121.36,37.99,1801,1.0,684,134900,0,2015
-121.34,37.98,2628,1.0,1158,191700,0,2015
-121.33,38.02,2854,1.0,1109,136400,0,1990
-121.34,38.02,4375,2.0,2038,133800,0,1993
-121.33,38.02,1466,,608,162100,0,1992
-121.33,38.02,1964,1.0,915,119800,0,1986
-121.34,38.03,4213,3.0,2071,130800,0,2003
-121.33,38.03,1708,1.0,906,130600,0,2004
-121.36,38.04,2477,1.0,1234,162100,0,2019
-121.35,38.04,4303,2.0,2206,159100,0,2018
-121.35,38.04,6217,4.0,3771,146000,0,2011
-121.36,38.04,2167,1.0,1290,148200,0,2014
-121.34,38.05,667,1.0,267,244700,0,2007
-121.34,38.04,3295,2.0,2279,146400,0,2007
-121.33,38.04,1933,1.0,965,142700,0,2008
-121.33,38.03,629,1.0,635,126700,0,2013
-121.32,38.03,4045,2.0,1862,143100,0,2007
-121.33,38.04,2903,1.0,1325,145600,0,2008
-121.33,38.04,1421,1.0,657,153900,0,2013
-121.35,38.03,1904,1.0,895,155700,0,2015
-121.34,38.03,2707,1.0,1200,133500,0,2011
-121.35,38.02,1665,1.0,1301,132300,0,2007
-121.35,38.03,3158,2.0,1596,131300,0,2007
-121.36,38.03,2356,1.0,1378,138800,0,2009
-121.35,38.02,3583,2.0,2183,140700,0,2008
-121.36,38.02,2229,2.0,1010,206100,0,2018
-121.36,38.03,3461,3.0,1518,78700,0,2016
-121.32,38.04,249,1.0,167,92800,0,1993
-121.31,38.03,3050,2.0,1743,105300,0,1999
-121.32,38.03,2474,2.0,1947,98400,0,1998
-121.32,38.02,2851,2.0,1544,99100,0,1997
-121.31,38.03,4893,4.0,3036,110000,0,2005
-121.29,38.0,4038,4.0,3440,112300,0,2011
-121.31,37.99,3135,2.0,1650,105300,0,2000
-121.3,38.0,3706,4.0,3785,100000,0,2000
-121.3,38.01,2289,1.0,1215,100000,0,1994
-121.3,38.0,2918,2.0,1338,116200,0,1996
-121.31,38.0,2097,1.0,977,108400,0,1988
-121.31,38.0,908,1.0,306,131900,0,2004
-121.31,38.02,4157,3.0,2734,92100,0,1999
-121.3,38.01,2547,1.0,1547,95500,0,1993
-121.32,38.02,3251,2.0,1890,104800,0,2000
-121.31,38.01,2101,2.0,1304,101600,0,2001
-121.31,38.01,2575,2.0,1367,90500,0,2001
-121.3,38.04,2668,1.0,1713,117600,0,2015
-121.3,38.03,1014,1.0,712,102800,0,2010
-121.3,38.03,1409,1.0,782,107700,0,2013
-121.29,38.04,2128,1.0,1860,97300,0,2007
-121.29,38.03,4356,3.0,1629,91100,0,2007
-121.28,38.03,3585,2.0,2769,94100,0,2012
-121.29,38.03,2021,1.0,1615,111300,0,2016
-121.28,38.03,826,1.0,684,107400,0,2012
-121.29,38.02,2006,1.0,1849,99000,0,2011
-121.3,38.02,2717,2.0,3343,106300,0,2007
-121.3,38.03,2866,2.0,1404,95000,0,2012
-121.3,38.02,1515,1.0,491,87500,0,2019
-121.29,38.0,1392,1.0,1784,124500,0,2019
-121.29,38.01,6403,4.0,3327,137900,0,2021
-121.28,38.02,1868,1.0,1258,95900,0,2015
-121.29,38.01,69,1.0,50,120800,0,2013
-121.27,38.05,378,1.0,164,82800,0,1997
-121.27,38.02,342,1.0,138,155000,0,1991
-121.3,38.05,122,1.0,62,112500,0,1971
-121.25,38.05,1967,1.0,1035,106800,0,1998
-121.25,38.04,3080,1.0,1257,201800,0,1997
-121.25,38.01,2397,2.0,1053,112500,0,2007
-121.23,38.04,1829,1.0,677,247900,0,1991
-121.22,38.04,343,1.0,116,212500,0,1981
-121.25,38.03,2465,1.0,859,220700,0,1994
-121.22,38.0,1841,1.0,783,162100,0,1988
-121.24,38.01,1526,1.0,790,125000,0,2001
-121.25,38.0,446,1.0,182,135000,0,2002
-121.26,37.99,429,1.0,179,87500,0,1996
-121.24,38.0,1471,1.0,721,126800,0,1998
-121.23,37.99,523,1.0,226,153100,0,1985
-121.23,37.98,849,1.0,373,181300,0,1996
-121.2,37.97,440,1.0,270,157700,0,1984
-121.19,38.04,703,1.0,290,177100,0,1988
-121.16,38.03,253,1.0,201,156300,0,1995
-121.2,38.02,608,1.0,287,125000,0,1979
-121.18,37.99,2450,2.0,1459,130900,0,1992
-121.17,37.97,1374,1.0,769,130400,0,1995
-121.23,37.95,2081,1.0,1342,59000,0,1991
-121.19,37.93,1621,1.0,909,99700,0,1996
-121.23,37.94,268,1.0,77,150000,0,2003
-121.22,37.93,336,1.0,206,121400,0,2002
-121.22,37.95,1055,1.0,629,76900,0,1993
-121.18,37.96,411,1.0,193,146900,0,1988
-121.24,37.9,50,1.0,20,137500,0,2007
-121.26,37.88,465,1.0,256,158300,0,1981
-121.28,37.9,371,1.0,171,55700,0,1995
-121.27,37.88,968,1.0,664,83600,0,1980
-121.27,37.87,1010,1.0,678,104000,0,1989
-121.31,37.9,226,1.0,125,125000,0,1985
-121.29,37.89,161,1.0,1542,162500,0,1997
-121.29,37.87,488,1.0,308,103100,0,1994
-121.23,37.87,98,1.0,59,162500,0,1974
-121.49,37.94,1860,1.0,1848,162500,0,1992
-121.38,37.88,1158,1.0,1094,156300,0,1979
-121.47,38.13,3192,2.0,1768,123500,0,2010
-121.42,38.22,1507,1.0,868,96300,0,1988
-121.36,38.15,2051,1.0,878,185700,0,1981
-121.32,38.16,2049,1.0,1071,240800,0,2009
-121.32,38.13,3136,2.0,1327,186900,0,2018
-121.35,38.09,1706,1.0,923,147200,0,1991
-121.32,38.15,5428,3.0,2725,130100,0,2018
-121.23,38.12,393,1.0,134,178100,0,2001
-121.23,38.11,561,1.0,240,202800,0,1975
-121.23,38.09,633,1.0,236,230000,0,2000
-121.26,38.09,930,1.0,525,155000,0,1988
-121.3,38.09,335,1.0,154,175000,0,1992
-121.29,38.07,1185,1.0,533,204500,0,2002
-121.25,38.07,2103,1.0,1167,152800,0,1995
-121.29,38.14,836,1.0,303,127400,0,1996
-121.3,38.14,3507,2.0,1867,120700,0,2006
-121.29,38.14,2770,2.0,1409,101800,0,1989
-121.29,38.14,1500,1.0,674,110800,0,1989
-121.29,38.13,1008,1.0,453,113500,0,1992
-121.3,38.13,1004,1.0,470,116700,0,1996
-121.3,38.13,2864,2.0,1298,131800,0,2000
-121.29,38.15,4183,2.0,1886,175300,0,2000
-121.28,38.14,3278,2.0,1431,99500,0,1986
-121.27,38.14,3557,3.0,2659,86900,0,1990
-121.27,38.14,929,1.0,576,137500,0,1983
-121.28,38.14,2803,2.0,1223,128800,0,1985
-121.28,38.13,1892,1.0,804,143200,0,1975
-121.27,38.13,1081,1.0,437,114100,0,1971
-121.27,38.13,2402,2.0,1197,98200,0,1983
-121.28,38.13,3366,2.0,1916,125400,0,1991
-121.28,38.12,3268,2.0,1906,110700,0,1989
-121.27,38.12,2356,1.0,1043,108000,0,1979
-121.29,38.13,3168,2.0,1390,154800,0,2003
-121.3,38.13,2256,1.0,937,153700,0,1997
-121.29,38.12,1534,1.0,741,132500,0,2005
-121.3,38.12,1792,1.0,767,229300,0,2012
-121.3,38.11,5979,4.0,2679,171700,0,2018
-121.27,38.11,3163,3.0,2106,103000,0,2012
-121.28,38.11,2974,2.0,1559,136800,0,2013
-121.27,38.11,2039,1.0,1178,120100,0,2008
-121.28,38.1,2432,2.0,1441,133100,0,2010
-121.29,38.1,1551,1.0,785,163300,0,2009
-121.27,38.13,2614,2.0,1862,70700,0,1984
-121.27,38.12,2232,2.0,1455,87800,0,1986
-121.26,38.13,1419,1.0,1226,68800,0,1985
-121.26,38.12,1818,1.0,1182,73800,0,1996
-121.25,38.13,1305,1.0,789,91100,0,1998
-121.26,38.11,2058,1.0,933,150900,0,2019
-121.26,38.11,2770,2.0,1611,115100,0,2015
-121.25,38.14,1174,1.0,464,133300,0,2007
-121.26,38.14,3371,2.0,1823,116800,0,2013
-121.27,38.13,2607,2.0,2016,82900,0,1988
-121.26,38.13,2549,2.0,2053,83100,0,1998
-121.24,38.22,2593,1.0,1365,113000,0,1995
-121.22,38.16,4411,3.0,2038,151200,0,1999
-121.28,38.17,1337,1.0,744,244200,0,2004
-121.32,38.21,2643,1.0,1455,146700,0,1996
-121.16,38.16,1953,1.0,999,122500,0,1992
-121.14,38.16,2591,1.0,1371,113900,0,2009
-121.06,38.25,651,1.0,301,200000,0,2010
-121.15,38.21,4176,2.0,2164,174200,0,2005
-121.05,38.14,3326,2.0,1544,166300,0,2004
-121.09,38.19,762,1.0,358,105000,0,2000
-121.19,38.13,2400,1.0,1085,165200,0,1996
-121.18,38.07,2333,1.0,1073,161100,0,2002
-120.97,38.0,1683,1.0,873,176900,0,1996
-121.05,37.93,2474,1.0,1649,156500,0,2006
-121.11,38.04,1083,1.0,471,187500,0,1991
-121.09,38.03,2064,1.0,1021,152200,0,2002
-121.12,38.0,683,1.0,505,158900,0,1987
-120.99,37.8,2564,2.0,1198,113400,0,1991
-121.0,37.8,4030,2.0,2248,141300,0,2010
-120.98,37.79,2458,1.0,1227,110900,0,2003
-120.97,37.84,2368,1.0,1231,141900,0,1995
-120.96,37.77,2262,1.0,1156,157600,0,1991
-121.04,37.78,2916,2.0,1466,200000,0,1991
-121.06,37.86,1713,1.0,1258,169400,0,1999
-121.13,37.74,677,1.0,523,97100,0,1992
-121.13,37.74,409,1.0,244,90900,0,1995
-121.12,37.73,1107,1.0,573,102200,0,1988
-121.13,37.74,2376,1.0,1175,134600,0,2002
-121.13,37.73,1126,1.0,667,125900,0,1983
-121.11,37.74,3886,2.0,1605,182700,0,2012
-121.1,37.8,1853,1.0,958,149000,0,1988
-121.11,37.76,2606,1.0,1252,192100,0,2001
-121.16,37.73,4956,3.0,3006,139000,0,2016
-121.25,37.76,2430,1.0,1292,182400,0,2001
-121.22,37.72,2123,1.0,1310,165600,0,1989
-121.22,37.81,2879,2.0,1802,126100,0,2006
-121.22,37.8,2608,2.0,1719,94400,0,1995
-121.22,37.8,1038,1.0,521,91900,0,1986
-121.21,37.81,2404,1.0,1531,124300,0,2005
-121.21,37.8,699,1.0,460,94200,0,1992
-121.21,37.8,300,1.0,160,120800,0,1979
-121.21,37.8,370,1.0,167,101800,0,1978
-121.21,37.79,811,1.0,446,96900,0,1990
-121.21,37.8,1862,1.0,971,99200,0,1990
-121.21,37.81,1883,1.0,999,172100,0,2015
-121.2,37.8,3264,2.0,1512,135300,0,1995
-121.2,37.8,1698,1.0,927,130800,0,1999
-121.2,37.79,866,1.0,502,101500,0,1987
-121.2,37.8,311,1.0,171,101800,0,1986
-121.21,37.81,3667,2.0,2173,163900,0,2011
-121.17,37.88,1283,1.0,3082,111800,0,2001
-121.17,37.82,2506,1.0,1316,197600,0,1988
-121.2,37.83,3415,2.0,1912,161400,0,2005
-121.2,37.81,395,1.0,193,212500,0,1997
-121.19,37.81,4019,3.0,1959,175000,0,2015
-121.18,37.79,1326,1.0,509,112500,0,2007
-121.2,37.78,58,1.0,79,106300,0,2019
-121.23,37.78,273,1.0,149,158300,0,2003
-121.24,37.79,5151,3.0,2553,195000,0,2016
-121.27,37.79,1853,1.0,1013,173900,0,2007
-121.22,37.8,335,1.0,247,74100,0,2010
-121.22,37.79,1052,1.0,712,105000,0,1987
-121.22,37.79,2152,1.0,1320,101900,0,1985
-121.23,37.79,1922,1.0,1130,117900,0,2002
-121.22,37.79,3107,1.0,1549,169400,0,2018
-121.23,37.79,1985,1.0,1198,116800,0,2000
-121.23,37.8,2451,2.0,1155,130800,0,2012
-121.24,37.81,3883,3.0,2319,161000,0,2017
-121.23,37.81,2906,2.0,1886,137100,0,2008
-121.22,37.81,1811,1.0,1191,121500,0,2003
-121.22,37.82,4452,3.0,2740,141500,0,2010
-121.23,37.81,2085,1.0,1236,149300,0,2007
-121.23,37.82,1289,1.0,867,138500,0,2015
-121.23,37.82,1847,1.0,1030,155300,0,2009
-121.23,37.84,1347,1.0,713,155700,0,1995
-121.24,37.82,6169,3.0,3378,157900,0,2014
-121.3,37.85,1034,1.0,604,120000,0,1988
-121.31,37.81,284,1.0,130,179200,0,1987
-121.29,37.8,110,1.0,69,475000,0,2017
-121.27,37.82,1170,1.0,830,127500,0,1997
-121.28,37.83,696,1.0,443,86300,0,1991
-121.28,37.82,9205,7.0,5935,119400,0,2013
-121.37,37.77,2610,1.0,1290,222800,0,2004
-121.4,37.74,2706,1.0,1236,322400,0,2003
-121.43,37.78,807,1.0,585,163500,0,1999
-121.48,37.77,2364,1.0,1264,274200,0,2004
-121.52,37.75,1544,1.0,825,327300,0,2005
-121.46,37.73,2039,1.0,862,222900,0,2003
-121.45,37.72,2239,1.0,766,240200,0,2021
-121.44,37.7,1365,1.0,591,215100,0,2018
-121.42,37.71,8297,5.0,4189,170700,0,2016
-121.42,37.76,5501,4.0,2964,162100,0,2005
-121.42,37.75,1999,1.0,1061,121400,0,1990
-121.42,37.74,818,1.0,340,133500,0,1978
-121.42,37.74,773,1.0,320,152500,0,1985
-121.42,37.74,796,1.0,313,153200,0,1988
-121.42,37.75,1329,1.0,683,128700,0,1990
-121.43,37.75,1280,1.0,754,132000,0,1989
-121.43,37.75,1717,1.0,855,127300,0,1982
-121.43,37.75,1207,1.0,699,117600,0,1981
-121.43,37.74,876,1.0,426,119800,0,1971
-121.43,37.74,859,1.0,427,110400,0,1983
-121.43,37.75,1912,1.0,1065,125000,0,1993
-121.43,37.76,2125,2.0,1358,147600,0,2016
-121.44,37.76,7264,5.0,3670,194800,0,2018
-121.45,37.75,3846,2.0,2360,164800,0,2008
-121.44,37.74,1875,1.0,970,141700,0,1990
-121.44,37.75,918,1.0,417,151300,0,1994
-121.44,37.75,2229,1.0,1199,170600,0,2007
-121.42,37.74,1393,1.0,915,103100,0,2004
-121.43,37.74,966,1.0,589,108300,0,1971
-121.43,37.74,994,1.0,623,111500,0,1971
-121.44,37.74,456,1.0,370,112500,0,1998
-121.44,37.73,8363,5.0,3907,208100,0,2016
-121.43,37.73,1718,1.0,1312,134700,0,1983
-121.42,37.73,2682,1.0,883,196700,0,2021
-121.29,37.72,1630,1.0,4402,63000,0,2001
-121.32,37.67,1494,1.0,781,250000,0,2002
-121.47,37.58,1594,1.0,887,294000,0,2009
-120.9,35.69,5020,3.0,2105,248700,0,2009
-120.93,35.76,8997,6.0,1825,154300,0,2012
-120.7,35.76,1914,1.0,1130,90600,0,2008
-120.69,35.65,3487,3.0,2352,144900,0,2009
-120.69,35.64,2564,2.0,1301,114000,0,1985
-120.69,35.62,3044,2.0,1456,140000,0,1980
-120.69,35.62,3451,2.0,1550,161700,0,1988
-120.72,35.63,3476,2.0,1476,195200,0,1992
-120.67,35.63,2690,1.0,1085,256700,0,2015
-120.67,35.62,12779,9.0,6085,168100,0,2017
-120.63,35.59,5782,4.0,3026,113500,0,2014
-120.64,35.65,3466,2.0,2356,158200,0,2014
-120.47,35.74,4267,3.0,2065,162700,0,2014
-120.29,35.56,4760,3.0,2459,142100,0,2008
-120.6,35.6,4461,3.0,1795,206900,0,2010
-121.11,35.52,6044,4.0,2239,264600,0,2014
-121.14,35.55,5383,4.0,1880,271200,0,2010
-121.12,35.58,4109,3.0,1298,320800,0,2007
-120.92,35.4,2059,1.0,636,278800,0,2000
-120.85,35.38,3493,3.0,1481,184200,0,1996
-120.86,35.39,1664,1.0,629,188300,0,2000
-120.86,35.4,2787,2.0,1106,186200,0,2002
-120.87,35.41,2168,1.0,782,278100,0,2007
-120.94,35.42,3418,2.0,970,279400,0,2005
-120.95,35.44,6346,5.0,1769,283600,0,1993
-120.85,35.37,1033,1.0,588,226900,0,2002
-120.83,35.36,4323,3.0,1650,266800,0,1995
-120.84,35.35,2863,2.0,930,221100,0,1996
-120.84,35.37,3279,2.0,1397,200000,0,1989
-120.89,35.37,2046,2.0,846,227300,0,1994
-120.84,35.33,3276,2.0,1520,207800,0,2008
-120.83,35.33,4155,3.0,2112,192700,0,2009
-120.82,35.32,3522,2.0,1780,215800,0,2011
-120.83,35.32,3252,2.0,1814,183200,0,2012
-120.84,35.32,2419,2.0,1279,189600,0,2008
-120.9,35.33,1576,1.0,595,266300,0,2007
-120.84,35.32,4197,3.0,1656,183900,0,2006
-120.84,35.31,3100,2.0,1515,196100,0,2000
-120.84,35.3,2062,1.0,781,317700,0,2008
-120.82,35.31,3924,2.0,1325,293900,0,2007
-120.8,35.33,2200,1.0,996,330000,0,2003
-121.1,35.6,3389,2.0,1309,204500,0,2003
-120.65,35.29,1940,1.0,850,249600,0,1987
-120.66,35.29,1932,1.0,1380,253600,0,2000
-120.66,35.29,2272,2.0,1689,195000,0,2007
-120.67,35.3,1540,2.0,1799,500001,0,2004
-120.65,35.32,626,1.0,3574,300000,0,2003
-120.62,35.28,3952,2.0,1469,328800,0,1995
-120.65,35.29,1785,1.0,1344,222900,0,1994
-120.65,35.28,896,1.0,548,165900,0,1991
-120.65,35.27,2034,1.0,768,258900,0,1996
-120.65,35.27,2365,2.0,1446,225900,0,2008
-120.64,35.26,3298,2.0,1862,221500,0,2002
-120.63,35.27,1630,1.0,704,251300,0,2000
-120.66,35.29,2163,2.0,1153,233300,0,1984
-120.66,35.28,2773,3.0,1358,209600,0,1992
-120.66,35.28,2054,2.0,1170,206300,0,1977
-120.65,35.27,2254,2.0,1237,227100,0,1971
-120.66,35.27,2217,2.0,1107,192600,0,1977
-120.66,35.27,1664,1.0,1077,174200,0,1990
-120.66,35.27,2719,2.0,1386,208200,0,2006
-120.66,35.26,5540,5.0,2383,226200,0,2008
-120.67,35.3,4202,3.0,2309,231700,0,1991
-120.7,35.31,3504,2.0,1490,337000,0,1999
-120.68,35.29,1354,1.0,753,225000,0,1986
-120.69,35.28,4225,3.0,1795,247000,0,1997
-120.67,35.29,2236,1.0,1036,219300,0,1979
-120.69,35.26,1248,1.0,722,221800,0,2003
-120.7,35.28,3768,2.0,1884,239900,0,2009
-120.71,35.27,2568,1.0,1149,331600,0,2014
-120.68,35.26,1704,1.0,918,208000,0,1997
-120.69,35.25,4210,3.0,1933,262500,0,2008
-120.7,35.32,118,1.0,6532,350000,0,1977
-120.52,35.24,4413,3.0,2003,253300,0,2018
-120.68,35.25,4208,3.0,1634,233700,0,2007
-120.69,35.34,164,1.0,542,42500,0,2007
-120.81,35.19,3414,3.0,1236,336200,0,2009
-120.66,35.2,5138,2.0,1838,380000,0,2010
-120.7,35.14,5805,4.0,1919,357800,0,2006
-120.68,35.14,3100,2.0,1155,245900,0,1989
-120.66,35.13,2666,3.0,940,236100,0,1982
-120.63,35.13,2680,2.0,975,55000,0,2007
-120.64,35.15,7922,5.0,2863,275000,0,2016
-120.59,35.13,6638,4.0,2710,295500,0,2015
-120.56,35.13,5818,3.0,2324,267600,0,2008
-120.57,35.12,1656,1.0,866,195200,0,1984
-120.57,35.11,2920,2.0,1068,156800,0,2005
-120.59,35.11,3642,2.0,1729,205400,0,1998
-120.6,35.12,3342,2.0,1342,217700,0,2001
-120.61,35.12,1671,1.0,935,163800,0,2007
-120.59,35.12,3055,2.0,1407,179700,0,1996
-120.6,35.11,2495,2.0,1292,153000,0,2006
-120.59,35.11,3098,2.0,1449,197800,0,2003
-120.61,35.12,1486,1.0,823,165400,0,1992
-120.61,35.13,3431,2.0,1777,190400,0,2007
-120.61,35.12,3430,3.0,1840,162000,0,2011
-120.61,35.11,3733,3.0,1839,158500,0,2012
-120.65,35.12,2949,2.0,1425,178100,0,2004
-120.62,35.13,3971,3.0,1792,209900,0,1997
-120.62,35.11,2241,2.0,1521,155800,0,2005
-120.62,35.12,1240,1.0,768,160000,0,2001
-120.66,35.1,1583,1.0,704,268300,0,2004
-120.61,35.1,2919,2.0,1896,142100,0,2009
-120.61,35.1,2799,2.0,2015,143600,0,2006
-120.6,35.1,3290,2.0,1497,178200,0,2007
-120.58,35.0,523,1.0,374,106300,0,1986
-120.61,35.06,2364,1.0,1257,273100,0,2010
-120.56,35.07,6788,4.0,2866,280200,0,2009
-120.52,35.06,1317,1.0,655,329700,0,2012
-120.3,35.1,2819,1.0,1068,270800,0,2007
-120.43,35.17,947,1.0,477,315000,0,2007
-120.57,35.18,5209,3.0,2284,346100,0,2007
-120.48,35.05,2314,1.0,1549,152600,0,1999
-120.47,35.04,1315,1.0,926,144800,0,1994
-120.5,35.03,10463,7.0,4660,277300,0,2013
-120.48,35.02,2721,1.0,1672,204800,0,2006
-120.69,35.52,2758,2.0,1291,181400,0,1997
-120.68,35.51,1701,1.0,941,209100,0,2006
-120.68,35.5,3369,2.0,1834,173800,0,2004
-120.67,35.5,2752,2.0,1422,175000,0,2008
-120.66,35.5,1861,1.0,1040,163900,0,2004
-120.66,35.49,4422,3.0,2307,171300,0,2006
-120.65,35.48,2310,1.0,1341,166900,0,2004
-120.64,35.46,5876,5.0,2877,146400,0,2017
-120.69,35.49,2666,1.0,1203,222400,0,2007
-120.68,35.48,2608,2.0,1351,205800,0,2008
-120.67,35.48,2339,1.0,1097,176100,0,2005
-120.66,35.47,2474,1.0,1269,184800,0,2005
-120.66,35.46,3748,2.0,1860,225600,0,2006
-120.7,35.55,3979,3.0,1834,172100,0,2013
-120.76,35.52,9613,6.0,4487,250600,0,2016
-120.71,35.5,3098,1.0,1433,292900,0,2011
-120.56,35.48,4161,2.0,1609,267500,0,2011
-119.93,35.2,1649,1.0,671,69800,0,1994
-120.49,35.35,3043,2.0,1457,158600,0,2006
-120.65,35.41,6725,4.0,3139,261600,0,2008
-120.64,35.47,416,1.0,936,117200,0,2015
-122.4,37.68,3595,3.0,1649,253400,1,1987
-122.4,37.68,2267,1.0,1045,272200,1,1982
-122.32,37.69,592,1.0,340,315200,1,1975
-122.41,37.7,1817,1.0,1376,214200,1,2000
-122.42,37.71,2080,1.0,1781,215300,1,1979
-122.43,37.71,4299,3.0,2249,290400,1,1999
-122.43,37.7,1733,1.0,959,281700,1,2004
-122.44,37.7,3523,2.0,1705,258100,0,2017
-122.45,37.7,2193,1.0,1814,230100,0,1977
-122.45,37.71,1441,1.0,1159,233700,0,1973
-122.45,37.71,2244,1.0,1948,251500,0,1974
-122.45,37.7,6457,5.0,4375,267000,0,2007
-122.46,37.7,1028,1.0,904,238600,0,1986
-122.46,37.69,1983,1.0,1577,266700,0,1988
-122.46,37.7,3029,2.0,2436,243200,0,1986
-122.47,37.7,3290,2.0,2466,238600,0,1978
-122.46,37.71,364,1.0,339,214300,0,1979
-122.46,37.71,1799,1.0,1436,239900,0,1978
-122.46,37.7,876,1.0,713,235900,0,1981
-122.47,37.7,2034,1.0,1491,236500,0,1979
-122.47,37.71,1046,1.0,822,224400,0,1986
-122.46,37.71,2076,1.0,1738,232100,0,1984
-122.48,37.7,4167,5.0,2923,307000,0,1990
-122.48,37.7,4492,,3477,297900,0,1990
-122.48,37.71,3615,2.0,1571,314200,0,1984
-122.48,37.71,1048,1.0,455,417600,0,1994
-122.54,37.7,3988,2.0,1793,292500,0,1987
-122.49,37.67,5275,3.0,2892,266400,0,1988
-122.49,37.68,2405,1.0,1583,238000,0,1988
-122.49,37.67,3795,2.0,2494,260300,0,1994
-122.49,37.7,1946,1.0,828,287700,0,1987
-122.49,37.69,1344,1.0,782,275600,0,1987
-122.48,37.69,2347,2.0,1259,264300,0,1990
-122.49,37.69,2644,1.0,1465,277000,0,1988
-122.49,37.69,2576,1.0,1273,272800,0,1988
-122.47,37.7,737,1.0,370,281300,0,1976
-122.47,37.69,2447,2.0,2104,239100,0,1996
-122.47,37.69,837,1.0,606,258800,0,1993
-122.48,37.69,2993,2.0,1594,252400,0,1981
-122.48,37.69,2661,1.0,1384,257500,0,1980
-122.46,37.69,4302,4.0,3320,277700,0,1997
-122.46,37.68,2812,3.0,1983,229400,0,2000
-122.47,37.69,1720,1.0,1452,256100,0,1988
-122.47,37.69,1954,1.0,1130,304500,0,1989
-122.47,37.68,4077,3.0,2544,306700,0,1992
-122.48,37.68,3506,2.0,2296,268700,0,1992
-122.48,37.67,2897,2.0,2340,303700,0,2008
-122.48,37.67,2609,1.0,1746,294500,0,1992
-122.49,37.68,3718,2.0,2510,270800,0,1989
-122.48,37.67,3395,4.0,2258,319700,0,2009
-122.45,37.69,2359,2.0,884,87500,0,2006
-122.45,37.67,491,1.0,274,238600,0,1988
-122.47,37.67,5689,3.0,3752,304300,0,2003
-122.47,37.66,4172,3.0,3226,297900,0,2005
-122.46,37.67,3372,4.0,2049,146500,0,2007
-122.46,37.66,6082,5.0,3861,284700,0,2008
-122.46,37.65,2751,2.0,2027,322900,0,2002
-122.45,37.67,1664,1.0,963,246400,0,1987
-122.45,37.66,2738,2.0,1545,263300,0,1988
-122.46,37.66,2535,1.0,1390,260900,0,1987
-122.45,37.66,5456,3.0,2761,280700,0,1987
-122.44,37.65,5277,4.0,2695,276200,0,1985
-122.43,37.66,3541,3.0,2259,278400,0,1994
-122.44,37.66,5108,6.0,3288,252600,0,2002
-122.44,37.66,1447,1.0,799,265600,0,1987
-122.44,37.67,1814,1.0,1025,268400,0,1988
-122.42,37.67,2274,1.0,1255,226300,0,1981
-122.41,37.66,2155,1.0,1255,250700,0,1986
-122.42,37.66,2189,1.0,1063,302600,0,1982
-122.42,37.66,3520,2.0,1746,273500,0,1995
-122.42,37.66,725,1.0,335,327600,0,1987
-122.41,37.66,1385,1.0,1096,246700,0,1991
-122.41,37.66,1075,1.0,906,242500,0,1989
-122.41,37.66,1294,1.0,1177,218800,0,1983
